name,amenity,email,phone,website,instagram,address,neighborhood
"Bisou Wine Bar","bar","","","https://bisoubarnyc.com/","bisoubarnyc","112 6th Avenue",""
"Bitter Monk","bar","","","https://www.bittermonk.com/","","68 34th Street",""
"Black Forest Brooklyn","pub","","+1-718-522-1806","https://www.blackforestbrooklyn.com","","",""
"Black Iron Burger","pub","","+1-646-476-3116","https://www.blackironburger.com/location/black-iron-burger-midtown-west/","","245 West 38th Street",""
"Black Mountain","bar","","+1-718-522-4340","https://www.blkmtnwinehouse.com","","415 Union Street",""
"Bleecker Street Bar","bar","","+1-212-466-6482","https://bleeckerstreetbarnyc.com/","","648 Broadway",""
"Blinky's","bar","","+1-334-398-1109","https://www.blinkysbar.com","","",""
"Block Hill Station","bar","","+1-347-689-4055","https://blockhillstation.com","","",""
"Blue Haven","pub","","+1-646-678-4200","https://bluehaveneast.com","","",""
"Blueprint","bar","","+1-718-622-6644","https://www.blueprintbrooklyn.com/","","",""
"BLVD Wine Bar","bar","","","https://www.blvdlic.com/","","4720 Center Boulevard","Long Island City"
"bOb Bar","bar","","+1-212-529-1807","https://www.bobbarnyc.com/","","235 Eldridge Street","New York"
"Bob's Your Uncle","bar","","","http://www.bobsyouruncle.nyc/","","929 Columbus Avenue","New York"
"Bobby's Night Out","bar","","+1-917-261-2159","https://www.bobbysnightout.com","","145 Avenue C",""
"Bon Courage","bar","","","https://1803nyc.com/new-york-tribeca-1803-nyc-bon-courage","","82 Reade Street","New York"
"Bonnie Vee","bar","","+1 917-639-3352","https://www.bonnievee.com/","","17 Stanton Street","New York"
"Boobie Trap","bar","","+1-347-240-9105","https://www.boobietrapbrooklyn.com/","","308 Bleecker Street",""
"Bootleg Bar","bar","","+1-347-715-6307","http://bootlegbarnyc.com/","","1438 Myrtle Avenue",""
"Boss Tweeds","pub","","","https://bosstweeds.nyc/","","41 Murray Street",""
"Botanica","bar","","","https://widowjane.com/botanica","","220 Conover Street",""
"Botantica Bar","bar","","+1-212-343-7251","https://botanicabarnyc.com","","",""
"Botte","bar","","","https://www.botterestaurants.com/astoria/","","35-01 Ditmars Boulevard","Astoria"
"Bounce Sporting Club","bar","","+1-201-596-4666","https://www.bouncesportingclub.com","","55 West 21st Street","New York"
"Bowery Palace","bar","","+1-212-228-0228","https://www.bowerypalace.com/","","327 Bowery",""
"Brandy Library","bar","","+1 212 2265545","https://www.brandylibrary.com/","","25 North Moore Street",""
"Brass Monkey","bar","","+1 212 675 6686","https://brassmonkeynyc.com/","","55 Little West 12th Street","New York"
"Brewer's Row","pub","","","https://www.brewersrownyc.com","","228 7th Avenue","Brooklyn"
"Brick","bar","","","https://www.brickwinebar.com","","21 Clinton Street","New York"
"Bridge and Tunnel Brewery","bar","","+13473928593","https://www.bridgeandtunnelbrewery.com/","","1535 Decatur Street",""
"Broadway Dive","bar","","+1-212-865-2662","https://dive101.divebarnyc.com/","","2662 Broadway","New York"
"Brooklyn Blew Smoke Cigar Room","bar","","+1-718-789-7665","http://www.blewsmokeonline.com","","",""
"Brooklyn Brewery","pub","","+1 718 486 74 22","https://brooklynbrewery.com/visit-us/","","79 North 11th Street","Brooklyn"
"Brooklyn Brewhouse","pub","","+1-718-254-7813","http://brooklynbrewhouse.com","","",""
"Brooklyn Kava","bar","","+1-718-484-2330","https://brooklynkava.com/","","191 Suydam Street",""
"Brooklyn Public House","pub","","","https://www.brooklynpublic.com/","","247 DeKalb Avenue",""
"Brooklyn Safehouse","bar","","+1-718-349-6895","https://brooklynsafehouse.com","","120 Franklin Street","Brooklyn"
"Brooklyn Social","bar","","+1-718-858-7758","https://brooklynsocialbar.com/","","",""
"Brookvin","bar","","+1-718-768-9463","https://brookvin.com/","","",""
"Buddy's","pub","","+1-646-590-0122","https://www.buddysnyc.com/","","354 3rd Avenue",""
"Bunton's World Famous","bar","","+1-718-758-4474","https://buntonsworldfamous.com","","",""
"Bushwick Country Club","bar","","","https://www.bushwickcountryclub.com","","",""
"BXL Cafe","pub","","+1-212-768-0200","https://www.bxlrestaurants.com/location/cafe/","","125 West 43rd Street","New York"
"Calabrije's Margaritas & Tacos","pub","","+1-718-484-2110","https://www.calabrijesnyc.com/","","234 Starr Street","Brooklyn"
"Call Box Lounge","bar","","+1-718-384-0179","https://thecallboxlounge.com/","","2 Lombardy Street",""
"Canal Bar","bar","","+1-718-246-0011","http://canalbar.com","canalbarbklyn","",""
"Captain Dan's","pub","","+1-718-975-3887","https://www.captdansgoodtimetavern.com","","497 Greene Avenue","Brooklyn"
"Carlow East","bar","","+1 212-744-6397","https://www.carloweastbar.com","","1254 Lexington Avenue",""
"Carragher's","pub","","+1-646-370-1545","https://www.carraghersnyc.com/","https://www.instagram.com/carrasnyc","229 West 39th Street","New York"
"Cassette","bar","","+1-917-966-6078","https://sundownbar.com","","68-38 Forest Avenue","Ridgewood"
"Cellar Dog","bar","","+1-212-675-6056","https://www.cellardog.net/","","75 Christopher Street",""
"Champagne Problems","bar","","+1 646-386-7733","https://champagneproblemsnyc.com","","207 Bowery","New York"
"Characters NYC Bar & Lounge","pub","","+1 212 459 8904","http://charactersnyc.com/","","243 West 54th Street","New York"
"Charleston","bar","","+1-718-599-9599","https://www.charlestonbarbrooklyn.com","","",""
"Cherry Tavern","bar","","+1 212 777 1448","https://cherrytavern.com/","","141 East 6th Street","New York"
"Chez Zou","bar","","+1-212-380-8585","https://www.chezzou.com/","","385 9th Avenue","New York"
"Chill Lounge Oven Grill","bar","","+1 917-832-7880","https://chillastoria.com/","chillastoria","42-12 Broadway",""
"Chilo's","pub","","","https://www.chilosbk.com/chilos-bed-stuy-tacos","","",""
"Chinato","bar","","+1 939-459-0190","https://www.chinatonyc.com/","","108 Stanton Street","New York"
"Circa Brewing Co.","bar","","+1-718-858-0055","https://www.circabrewing.co","","141 Lawrence Street",""
"Clara's","bar","","+1-347-295-1338","https://clarasbushwick.com/","","53 Wilson Avenue",""
"Clem's","bar","","+1-718-387-9617","https://www.facebook.com/Clems-120297021319544/","","264 Grand Street","Brooklyn"
"Clinton Hall","bar","","+12123636000","http://www.clintonhaklny.com","","90 Washington Street",""
"Clockwork Bar","bar","","","https://www.clockworknyc.com/","","21 Essex Street","New York"
"cloudM Rooftop-Bar","bar","","+1 212-372-7274","https://www.citizenm.com/cloudm/new-york-bowery","","189 Bowery","New York"
"Clover Club","bar","","+1-718-855-7939","https://cloverclubny.com","","",""
"Club Cumming","bar","","+1-917-265-8006","https://clubcummingnyc.com/","","505 East 6th Street","New York"
"Common Country","bar","","","https://www.commoncountrybar.com","","",""
"Commonwealth","bar","","+1-718-768-2040","https://commonwealthbar.com","","",""
"Compagnie des Vins Surnaturels","bar","","+1-212-343-3660","https://www.compagnienyc.com/","","249 Centre Street",""
"Congress","bar","","","https://www.congressbarbk.com","","208 Court Street",""
"Connolly's","pub","","","https://www.connollyspubandrestaurant.com/","","43 West 54th Street","New York"
"Conor's Goat","pub","","+1-646-410-0040","https://conorsgoat.com","","",""
"Coopers Craft & Kitchen","pub","","+1-646-606-2384","https://www.coopersnyc.com","","87 2nd Avenue",""
"Copper & Oak","bar","","+1-212-460-5546","https://copperandoak.com","","157 Allen Street","New York"
"Corkbuzz Wine Bar and Restaurant","bar","","+1-646-237-4847","http://chelsea.corkbuzz.com","","75 9th Avenue",""
"Corner bistro","bar","","+1 212 242 9502","http://cornerbistrony.com/","","",""
"Corner Bistro East","pub","","+1-917-388-2198","https://www.cornerbistrony.com","","94 Avenue A",""
"Covenhoven","pub","","+1-718-483-9950","https://www.covenhovennyc.com","","730 Classon Avenue","Brooklyn"
"Craft & Carry","bar","","+1-917-472-7723","https://www.craftandcarry.beer/upper-west-side","","466 Amsterdam Avenue","New York"
"Cronin & Phelan's","pub","","+1 718-545-8999","https://www.croninandphelans.com/","","38-14 Broadway",""
"Croton Reservoir Tavern","pub","","+1-212-997-6835","https://www.crotonnyc.com","","",""
"Crown Inn","bar","","+1-334-463-0756","https://crowninnbk.com","","724 Franklin Avenue",""
"Crystal Lake Brooklyn","bar","","+1-347-725-3337","https://www.crystallakebrooklyn.com/","","647 Grand Street",""
"cubbyhole","bar","","","https://www.cubbyholebar.com/","","281 West 12th Street",""
"Dakota Bar","bar","","+1-212-787-0700","https://www.thedakotabar.nyc","","53 West 72nd Street","New York"
"Dark Horse","bar","","","https://www.darkhorseny.com","","17 Murray Street",""
"Darling","bar","","+1-212-371-4000","https://www.darlingrooftop.com/","","36 Central Park South",""
"Dear Irving","bar","","","https://www.dearirving.com","","55 Irving Place",""
"Dear Irving on Hudson","bar","","+1-917-261-6908","https://www.dearirving.com/","","314 West 40th Street",""
"Death & Company","bar","","+1-212-388-0882","https://deathandcompany.com/","","433 East 6th Street",""
"Decibel","bar","","+1-212-979-2733","https://www.sakebardecibel.com","","",""
"Deux Chats","bar","","","https://www.deuxchatsbk.com/","","27 Broadway",""
"Diamond Dogs","bar","","+1-929-522-0061","https://www.instagram.com/diamonddogsnyc/","","34-04 31st Avenue",""
"District Tap House","bar","","+1 212 221 1822","http://www.districttaphouse.com/","","246 West 38th Street","New York"
"Dive 75","bar","","","https://dive75.divebarnyc.com","","101 West 75th Street","New York"
"Dive Bar","bar","","","https://divebarnyc.com","","732 Amsterdam Avenue","New York"
"Dive Bar BK","bar","","+1-718-808-1028","https://www.divebarbk.com/","","408 Troutman Street","Brooklyn"
"Dive Bar LIC","bar","","+1-718-304-8154","https://www.divebarlic.com/","","33-10 36th Avenue","Long Island City"
"Do or Dive","bar","","+1-718-684-2290","https://www.doordivebedstuy.com/","","1103 Bedford Avenue",""
"Dog & Bone","pub","","+1-212-889-1570","https://www.dogandboneny.com","","338 3rd Avenue",""
"Domaine","bar","","+1-718-784-2350","https://www.domainewinebar.com/","","",""
"Donnybrook","bar","","+1 212-228-7733","https://www.donnybrookpubnewyork.com/","","35 Clinton Street","New York"
"Doppelgänger","bar","","+1-718-576-3259","https://www.doppelgangernyc.com/","","",""
"Doris","bar","","+1-347-240-3350","https://dorisbedstuy.com","","",""
"Double Chicken Please","bar","","+1 646-678-5452","https://doublechickenplease.com/","","115 Allen Street","New York"
"Double Windsor","pub","","","https://www.doublewindsorbklyn.com","","",""
"Down the Hatch","bar","","+1-212-627-9747","https://www.downthehatchnyc.com/","downthehatchnyc","179 West 4th Street",""
"Downtown Social","bar","","+1-212-228-8020","https://www.downtownsocialnyc.com","","",""
"Dram Shop","pub","","+1-929-276-3452","https://www.dramshopbrooklyn.com","","",""
"Drums and Flats","pub","","","https://www.drumsandflatsbk.com/","","",""
"DSK Brooklyn","pub","","+1-347-841-4495","https://dsk-brooklyn.com","","710 Fulton Street",""
"Duff's","bar","","","https://www.timeout.com/newyork/bars/duffs","","168 Marcy Avenue",""
"Dumbo Station","bar","","","https://www.thedumbostation.com","","",""
"Eastpoint","bar","","+1-646-882-0593","https://eastpointnyc.com/","https://www.instagram.com/eastpointnyc/","25 Avenue B",""
"EBBS Brewing Co.","bar","","","https://drinkebbs.com/","","182 North 8th Street",""
"Echo Bravo Bar","pub","","+1-347-542-4117","https://www.echobravobar.com/","","445 Troutman Street",""
"El Nico","bar","","+1-929-594-2028","https://penny-hotel.com/elnico","","288 North 8th Street","Brooklyn"
"Electric Lemon","bar","","+1 212 812-9202","https://electriclemonnyc.com","","33 Hudson Yards",""
"Elevated at Partake NYC","bar","","+1-718-413-8003","https://www.instagram.com/onlyatpartake","","10-29 44th Road","Long Island City"
"Elsie Rooftop","bar","","+1-646-834-2291","https://elsierooftop.com/","","1412 Broadway","New York"
"Emerald Inn","bar","","+1-212-874-8840","https://www.emeraldinnnyc.com","","250 West 72nd Street","New York"
"Empellón Al pastor","bar","","","https://www.empellon.com/restaurants/al-pastor","https://www.instagram.com/empellonalpastor","132 Saint Mark's Place",""
"Entre Nous","bar","","+1-347-294-4186","https://www.entrenousbrooklyn.com/","","39 Clifton Place",""
"Essence","bar","","+1-718-467-3300","https://essencebar.com","","1662 Atlantic Avenue",""
"Evalyn's Tap House","pub","","+1-718-210-1899","https://www.evalynstaphouse.com","","236 Butler Street",""
"Eve's Lounge","bar","","+1-347-442-5959","https://eves769.com","","769 Washington Avenue",""
"Evil Twin Brewing DUMBO","bar","","","https://eviltwin.nyc","","43 Main Street","Brooklyn"
"Excuse My French","bar","","+1-212-780-9600","https://www.excusemyfrench-nyc.com","","96 Orchard Street","New York"
"Fancy Free","pub","","+1-347-763-0024","https://www.fancyfreebk.com","https://www.instagram.com/fancyfreebk/","71 Lafayette Avenue","Brooklyn"
"Fifth Hammer Brewing Company","pub","","","https://www.fifthhammerbrewing.com/","","10-28 46th Avenue","Long Island City"
"Fig. 19","bar","","+1 646-389-4544","https://www.figurenineteen.com","","131 Chrystie Street","New York"
"Finn's Corner","pub","","+1-347-663-9316","https://www.finnscornernyc.com","","660 Washington Avenue","Brooklyn"
"Finnegan's Wake Pub","pub","","+1 212-737-3664","https://finneganswakepubnyc.com","","1361 1st Avenue",""
"Fiona’s Bar","bar","","+1-718-282-2047","https://www.fionasbar.com","","562 Flatbush Avenue",""
"Flaming Saddles Saloon","bar","","+1-212-713-0481","https://flamingsaddles.com/nyc","","793 9th Avenue","New York"
"Flannery's Bar","pub","","","https://www.flannerysny.com/","","205 West 14th Street","New York"
"Flatiron Hall Restaurant and Beer Cellar","pub","","+1-646-790-3200","https://www.flatironhall.com/","","38 West 26th Street","New York"
"Flats Fix","bar","","+1-914-435-0515","https://www.flatsfix.com/location/union-square/","","28 East 16th Street","New York"
"Floyd","bar","","+1-718-858-5810","https://www.floydny.com","","131 Atlantic Avenue",""
"Flûte","bar","","+1 212-265-5169","https://www.flutebar.com/","https://www.instagram.com/FluteBar/","205 West 54th Street",""
"Flying Cock","pub","","+1-212-689-6900","https://www.theflyingcocknyc.com","","",""
"Folk","pub","","+1-718-766-0800","https://www.folkbrooklyn.com","","",""
"Fools Gold","bar","","+1-212-673-2337","https://www.foolsgoldnyc.com/","","145 East Houston Street",""
"Forever Brewing","bar","","+1-347-338-0091","https://foreverhomebrewing.com/","","574A President Street",""
"Forty Four","bar","","","https://www.royaltonhotel.com/","","44 West 44th St.",""
"Franklin 820","pub","","+1-718-708-4113","https://www.franklin820.com","","820 Franklin Avenue",""
"Fred's Dog House","bar","","","https://www.fredsdoghouse.com/","","354 Grand Street",""
"Freddy's","pub","","","https://freddysbar.com","","",""
"Fresh Kills Bar","bar","","+1-718-599-7888","https://freshkillsbar.com","","",""
"Friki Tiki","bar","","","https://thefrikitiki.com/","","357 West 44th Street",""
"Frog Wine Bar","bar","","+1-585-456-1050","https://www.instagram.com/frogwinebar","","358 Marcus Harvey Boulevard",""
"Frying Pan","pub","","","https://www.fryingpan.com/","","",""
"Full Shilling","pub","","+12124223855","https://www.thefullshilling.com/","","","New York"
"Fulton Hall","pub","","+1-718-673-6740","https://fultonhall.com","","",""
"Gardenia Terrace","bar","","+1-212-334-0489","https://www.gardeniaterrace.com","","826 10th Avenue","New York"
"Gaslight Lounge","bar","","","https://www.gaslightnyc.com/","","400 West 14th Street","New York"
"Gebhard's Beer Culture","bar","","+1-646-922-8544","https://www.beerculture.nyc/","","228 West 72nd Street","New York"
"George Keeley","bar","","+1-212-873-0251","https://www.georgekeeley.com","","485 Amsterdam Avenue","New York"
"Ginger's Bar","bar","","","https://www.gingersbarbk.com/","","363 5th Avenue","Brooklyn"
"Glorietta Baldy","bar","","","http://www.gloriettabaldy.com/","","502","Brooklyn"
"Gold Sounds Bar","bar","","+1-718-618-0686","http://goldsoundsbar.com/","","44 Wilson Avenue",""
"Gold Star Beer Counter","pub","","+1 347-955-5031","http://goldstarbeercounter.com","","176 Underhill Avenue","Brooklyn"
"Golden Ratio","bar","","","https://www.goldenrationyc.com","","216 1/2 Greene Avenue",""
"Goldie’s","bar","","","https://goldiesbrooklyn.square.site","","195 Nassau Avenue",""
"Good Judy","bar","","","https://www.goodjudybk.com/","","",""
"Goodnight Sunny","bar","","","https://www.goodnightsonnynyc.com","","134 1st Avenue",""
"Gowanus Gardens","pub","","","https://www.gowanusgardensbk.com","","",""
"Grand Master 95","pub","","","https://grandmaster95.com","","",""
"Grey Bar & Restaurant","bar","","+1-212-532-2643","https://www.greybarnyc.com/","","43 West 26th Street","New York"
"Grey Lady","bar","","+1-646-580-5239","https://www.greyladynyc.com","","77 Delancey Street",""
"Ha-Weeda Tavern","pub","","","https://www.haweedatavern.com","","4575 2nd Avenue",""
"Habana Outpost","bar","","","https://www.habanaoutpost.com/location/habana-outpost-brooklyn/","","",""
"Hair Of The Dog","pub","","+1 212-477-7771","https://www.hairofthedognyc.com/","hairofthedognyc","168 Orchard Street","New York"
"Halsey Ale House","pub","","+1-718-576-6366","https://halseyalehouse.com/","","1204 Halsey Street",""
"Halsey's Tavern","bar","","+1-718-267-2735","https://www.halseystavern.com","","30-95 33rd Street","Astoria"
"Halyards","pub","","","https://www.barhalyards.com/","","406 3rd Avenue",""
"Hanson Dry","bar","","","https://www.hansondry.com","","925 Fulton Street","Brooklyn"
"Hard to Explain","bar","","+1-917-717-9747","https://hardtoexplain.co/","","224 East 10th Street","New York"
"Harriet's Rooftop","bar","","","https://www.1hotels.com/brooklyn-bridge/taste/harriets-rooftop","","60 Furman Street",""
"Hart Bar","bar","","+1-929-433-7368","https://www.hartbarnyc.com","","538 Hart Street",""
"Hasenstüble","pub","","+1-347-240-5191","https://hasenstuble.com","","1184 Nostrand Avenue",""
"Haven Lounge","bar","","+1-347-599-2607","https://www.haven683grand.com/","","683 Grand Street",""
"Heart of Gold","pub","","","https://www.heartofgoldnyc.com/","","37-14 31st Avenue","Astoria"
"Hello Hello","bar","","","https://hellohellobar.com","","",""
"Henry Public","pub","","+1-718-852-8630","https://www.henrypublic.com","","",""
"Henry Street Ale House","pub","","+1-718-522-4801","https://henrystreetalehouse.com/","","",""
"High Dive","bar","","+1-718-788-0401","https://www.highdive-brooklyn.com","","",""
"HiLot","bar","","","https://hilot.nyc","","102 Avenue C",""
"Hollow Nickel","pub","","+1-347-236-3417","https://www.hollownickel.com","","",""
"Home Sweet Home","bar","","+1 212-226-5709","https://www.homesweethomethebar.com","","131 Chrystie Street","New York"
"Honeycomb","bar","","","https://honeycombk.com","","",""
"Hops Hill","bar","","+1-347-987-4334","https://www.hops-hill.com/","","886 Fulton Street","Brooklyn"
"Hoptimist","bar","","+1-646-609-1046","https://www.hoptimistbar.com/","hoptimistbar","",""
"House of Wax","bar","","+1-718-513-2547","https://thehouseofwax.com","","445 Albee Square","Brooklyn"
"Hurley's","pub","","","https://www.hurleysnyc.com/","","232 West 48th Street","New York"
"Iona Bar","bar","","+1-718-384-5008","https://www.ionabrooklyn.com/","","180 Grand Street",""
"IV Purpose","bar","","","https://ivpurposebk.com","","",""
"Izakaya Juraku","pub","","+1-212-477-0100","https://www.izakayajuraku.com/","","",""
"J. Bespoke","bar","","+1-212-213-2931","https://www.jbespoke.com","","121 East 27th Street",""
"J.G. Melon","pub","","+1 212-744-0585","https://jgmelon-nyc.com","","1291 3rd Avenue",""
"Jac's On Bond","bar","","+1-646-370-1446","https://www.jacsonbond.com/","","26 Bond Street","New York"
"Jadis","bar","","","https://jadisnyc.com/home","","42 Rivington Street","New York"
"Jake's Dilemma","bar","","+1-212-580-0556","http://jakesdilemma.eatdrinkandbemerry.com","","430 Amsterdam Avenue","New York"
"Jake's Saloon","pub","","","www.jakessaloonnyc.com","","206 West 23rd Street","New York"
"Jalopy Tavern","pub","","","https://jalopytavern.biz/","","",""
"Jeremy's Ale House","bar","","+12129643537","https://www.jeremysalehouse.com/","","",""
"Jimmy's Corner","pub","","","https://nymag.com/listings/bar/jimmys_corner/","","140 West 44th Street","New York"
"Jones Wood Foundry","pub","","+1 212-249-2700","https://www.joneswoodfoundry.com/","joneswoodfoundry","401 East 76th Street",""
"Joyce Public House","pub","","+1-212-760-0072","https://www.thejoycepublichouse.com/","","315 West 39th Street","New York"
"Juke Bar","bar","","","https://jukebarnyc.com/","","196 2nd Avenue",""
"Julius","bar","","","https://www.timeout.com/newyork/bars/julius","","159 West 10th Street",""
"Jungle Bird","bar","","","https://junglebirdnyc.com/","","174 8th Avenue","New York"
"Juniper Bar","pub","","+1-212-967-2511","https://juniperbarnyc.com/","","237 West 35th Street",""
"Katra Lounge","bar","","+1-212-620-3033","https://www.katranyc.com/","","217 Bowery",""
"Kavasutra Kava Bar","bar","","+1-646-649-4214","https://kavasutra.com/pages/kavasutra-new-york","","261 East 10th Street",""
"Keg & Lantern","pub","","+1-718-389-5050","https://www.kegandlanternbrooklyn.com/location/the-keg-and-lantern-greenpoint/","","97 Nassau Avenue",""
"Kelly's","bar","","+1-212-388-1464","https://kellysnyc.com","","12 Avenue A",""
"Kelly's Sports Bar","bar","","+1-332-237-2800","https://www.kellysnyc.com","","1154 2nd Avenue",""
"Kent Ale House","pub","","+1-347-227-8624","https://www.kentalehouse.com","","",""
"Kevin's Pub","pub","","+1-212-764-7267","https://www.kevinspubnyc.com","","",""
"KGB Bar","bar","","+1 347-441-4481","https://kgbbar.com/","","85 East 4th Street","New York"
"Kick Axe","bar","","+1-833-542-5293","https://www.kickaxe.com/brooklyn","","622 Degraw Street",""
"King Mother","bar","","+1-718-287-0241","https://www.kingmotherbk.com/","","1205 Cortelyou Road","Brooklyn"
"Kingston Hall","bar","","","https://www.kingstonhall.com/","","149 2nd Avenue","New York"
"Kissa Kissa","bar","","+1-347-507-9090","https://kissakissa.us/","","",""
"Knitting Factory","bar","","+1-347-529-6696","https://bk.knittingfactory.com/","","361 Metropolitan Avenue",""
"L'Wren","bar","","","https://www.lwrenbar.com","","",""
"La Cava Wine Bar","bar","","+1 212-223-1206","https://www.lacavanyc.com/","","939 2nd Avenue","New York"
"La Linea","bar","","","https://lalinealounge.com","","15 First Ave","New York"
"La Milagrosa","bar","","+1-718-599-1499","https://www.cerveceriahavemeyer.com/","","149 Havemeyer Street","Brooklyn"
"La Noxe","bar","","","https://www.lanoxenyc.com/","","162 West 28th Street",""
"Lake Street","bar","","","https://www.instagram.com/lakestbrooklyn","","706 Manhattan Avenue","Brooklyn"
"Landmark Tavern","pub","","+1 212 247 2562","http://www.thelandmarktavern.org/","","626 11th Avenue","New York"
"Las Lap","bar","","+1-646-484-6002","https://laslapnewyork.com","","74 Orchard Street","New York"
"Legends","pub","","+1-212-967-7792","https://www.legends33.com","","6 West 33rd Street","New York"
"Lillie‘s","bar","","+1-212-957-4530","https://www.lilliesnyc.com/","","",""
"LilliStar","bar","","+1-929-489-0150","https://www.lillistarbk.com","","",""
"Lise & Vito","bar","","","https://www.liseandvito.com","","126A Nassau Avenue","Brooklyn"
"Little Beaver","bar","","+1-347-305-3344","https://littlebeaverbk.com","","",""
"Little Rebel","bar","","+1-646-922-7325","https://www.littlerebelnyc.com","","",""
"Lo-Res","bar","","","https://nitehawkcinema.com/williamsburg/lo-res/","","136 Metropolitan Avenue",""
"Loafers Cocktail Bar","bar","","","https://loafersbar.com/","","517 Court Street",""
"Lobo","pub","","+1-718-858-7739","https://lobonyc.com","","",""
"LoFi","bar","","+1-929-884-3592","https://www.lofibrooklyn.com","","341 2nd Street",""
"Loopy Doopy Rooftop Bar","bar","","+1 646-769-4250","https://www.hilton.com/en/hotels/nyccici-conrad-new-york-downtown/dining/loopy-doopy-rooftop-bar/","","102 North End Avenue","New York"
"Loosie Rouge","bar","","+1-718-309-0231","https://loosierouge.com/","","91 South 6th Street",""
"Lovers of Today","bar","","+1-212-614-9798","https://loversoftodaynyc.com/","","132 ½ East 7th Street","New York"
"Lovers Rock","bar","","+1-347-915-0325","https://loversrocknyc.com/","","419 Tompkins Avenue",""
"Lowlands Bar","bar","","+1-347-463-9458","https://www.lowlandsbar.com/","","",""
"Lucinda's","bar","","","https://lucindasnyc.com","","169 Avenue A","New York"
"Lucky","bar","","","https://www.luckyonb.com","","",""
"Lucky Lyndon","bar","","","https://www.luckylyndon.com","","",""
"Lullaby","bar","","","https://www.lullabybar.com","","151 Rivington Street","New York"
"Luv Story Bar","bar","","+1-347-927-0982","https://luv-story.business.site","","894 Wyckoff Avenue",""
"Lydia's","bar","","+1-646-429-8460","https://lydiasnyc.com","","",""
"M1-5 Bar and Lounge","pub","","+1-212-965-1701","https://m1-5.com/","","52 Walker Street",""
"Mace","bar","","+1-347-866-7739","https://www.macenewyork.com","","",""
"Macri Park","bar","","+1-718-599-4999","https://www.macripark.com","","",""
"Madam Marie's","bar","","+1-917-745-0297","https://www.madammaries.com","","35-15 Broadway","Astoria"
"Madame X","bar","","+1-212-539-0808","https://madamex.com/","","94 West Houston Street",""
"Madeline’s Martini","bar","","","https://www.madelinesmartini.com/","","171 Avenue C",""
"Mama Fox","bar","","+1-347-663-4535","https://www.mamafoxbk.com/","","327 Stuyvesant Avenue",""
"Manado's Jazz Lounge","bar","","+1-718-313-9999","https://www.manadosjazz.com","","",""
"Marshall Stack","pub","","+1-212-228-4667","https://marshallstacknyc.com","","66 Rivington Street","New York"
"Mary O's","pub","","+1-212-505-5610","https://maryos.nyc/location","","",""
"Maya Mezcal","bar","","+1-212-253-5888","https://www.mayamezcal.com","","",""
"Mayflower","bar","","","https://www.aitarestaurant.com/the-mayflower-1","","",""
"McFadden's Citi Field","bar","","+1 718 651 2220","https://www.mcfaddensballparkny.com/","","36-02 126th Street","Flushing"
"McGee's Pub & Restaurant","pub","","+12129573536","https://mcgeespub.com/","","240 West 55th Street","New York"
"McHale's Pub","pub","","","http://mchalespub.com/","","251 West 51st Street","New York"
"McSorley's Old Ale House","pub","","+1-212-474-9148","https://mcsorleysoldalehouse.nyc/","","15 East 7th Street","New York"
"Medusa","bar","","+1-631-525-1384","https://medusabarbk.squarespace.com","","618 Grand Street","Brooklyn"
"Mehanata Bulgarian Bar","bar","","+1-212-625-0981","https://mehanata.com","","113 Ludlow Street","New York"
"Meller's Sports Hub & Grill","bar","","+1 646-490-5050","https://www.mellers1702.com","mellers_sportshub","1702 2nd Avenue",""
"Merv's","bar","","+1-347-715-4255","https://dromedarybar.com/","","266 Irving Avenue",""
"Midnight's Bar","bar","","","https://www.midnightsbk.com","midnightsbrooklyn","149 North 6th Street","Brooklyn"
"Midwood Flats","pub","","+1-718-484-4466","https://www.midwoodflats.com","","555 Flatbush Avenue",""
"Million Goods","bar","","","https://million-goods.com/","","88 Franklin Street",""
"Milo's Yard","bar","","+1-347-987-4535","http://www.milosyard.nyc/","","564 Seneca Avenue","Ridgewood"
"Minnows","bar","","","https://www.minnowsnyc.com","","167 Nassau Avenue",""
"Molly's","pub","","+1-212-889-3361","http://www.mollysshebeen.com","","",""
"Mom's Kitchen & Bar","bar","","+1-718-267-0142","https://www.momsastoria.com","","33-01 31st Avenue","Astoria"
"Mona's","bar","","+1-212-353-3780","https://www.facebook.com/Monas-Bar-NYC-118839478171924/","","224 Avenue B","New York"
"Monarch Rooftop","bar","","+1-212-630-9993","https://www.monarchrooftop.com","","71 West 35th Street",""
"Monk McGinns","pub","","+1 212 791-9676","https://monkmcginnsnyc.com/","monkmcginnsnyc","57 Murray Street",""
"Mood Ring","bar","","+1-917-818-1738","http://moodringnyc.com/","","1260 Myrtle Avenue","Brooklyn"
"Moot Bar","bar","","+1-718-638-3982","https://www.mootbar.com","","579 Myrtle Avenue","Brooklyn"
"Morty's Wine & Beer Bar","bar","","+1-917-388-3310","https://www.mortysbarnyc.com/","","15 West End Avenue","New York"
"Motel No Tell","bar","","+1-646-368-9775","https://motelnotellnyc.com","","212 Avenue A",""
"Mr Purple","bar","","+1-212-237-1790","https://www.mrpurplenyc.com/","","",""
"Mr. B Bar","bar","","+1-347-372-0198","https://mrbbarnyc.com","","231 East 33rd Street",""
"Muchmore's","bar","","+1 718 576-3222","https://www.muchmoresnyc.com/","","2 Havemeyer Street","Brooklyn"
