name,amenity,email,phone,website,instagram,address,neighborhood
"I Love NY Pizza","restaurant","","","https://www.ilovenypizzamenu.com/","","1739 East 172nd Street",""
"Ichiban Sushi Cajun Harbor","restaurant","","+1 347-246-6441","https://www.ichibansushiandcajunharbor.com","","233A Beach 20th Street",""
"Ichibantei","restaurant","","","https://ichibantei.nyc","","",""
"Ichiran","restaurant","","+1-212-465-0701","https://www.ichiranusa.com/location/ichiran-midtown/","","132 West 31st Street","New York"
"Ichiran","restaurant","","+1-646-964-4294","https://www.ichiranusa.com/location/times-square/","","152 West 49th Street","New York"
"Idashi","restaurant","","+1-646-813-6888","https://idashiny.com","","",""
"Ignazio's","restaurant","","+1-718-522-2100","https://www.ignaziospizzamenu.com/","","4 Water Street","Brooklyn"
"Iguazu","restaurant","","+1-347-492-0797","https://www.iguazubarbistro.com/","","9226 4th Avenue",""
"Ihawan","restaurant","","+1-718-205-1480","https://www.ihawan-ny.com/","https://www.instagram.com/ihawan_/","40-06 70th Street","Woodside"
"IHOP","restaurant","","+1 212-388-1499","https://restaurants.ihop.com/en-us/ny/new-york/breakfast-235-e-14th-st-237-3357","","235 East 14th Street","New York"
"IHOP","restaurant","","+1 212-927-3777","https://restaurants.ihop.com/en-us/ny/manhattan/breakfast-4168-broadway-3553","","4168 Broadway","Manhattan"
"IHOP","restaurant","","+1 718-971-1644","https://restaurants.ihop.com/en-us/ny/astoria/breakfast-2161-31st-st-3720","","2161 31st Street","Astoria"
"IHOP","restaurant","","+1-718-408-1368","https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-785-flushing-ave-3353","","785 Flushing Avenue","Brooklyn"
"IHOP","restaurant","","+1-718-287-4467","https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-2244-church-ave-3273","","",""
"IHOP","restaurant","","+1-718-222-4467","https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-253-livingston-st-3503","","253 Livingston Street","Brooklyn"
"IHOP","restaurant","","+1-718-719-2630","https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-2951-avenue-u-3770","","2951 Avenue U","Brooklyn"
"IHOP","restaurant","","+17186596501","https://restaurants.ihop.com/en-us/ny/ozone-park/breakfast-9801-liberty-ave-2054?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=2054&utm_content=website","","98-01 Liberty Avenue",""
"IHOP","restaurant","","+1 718-659-6501","https://restaurants.ihop.com/en-us/ny/ozone-park/breakfast-9801-liberty-ave-2054","","9801 Liberty Avenue","Ozone Park"
"IHOP","restaurant","","","https://www.ihop.com/en","","323 Ralph Avenue","Brooklyn"
"IHOP","restaurant","","+1-718-676-7220","https://www.ihop.com/en/restaurants-brooklyn-ny/1019-surf-ave-2132","","1019 Surf Avenue","Brooklyn"
"IHOP","restaurant","","+1-718-353-5576","https://ihop.com/","","155-17 Northern Boulevard","Flushing"
"IHOP","restaurant","","+1 718-978-6689","https://restaurants.ihop.com/en-us/ny/rosedale/breakfast-25402-rockaway-blvd-4635","","25402 Rockaway Boulevard","Rosedale"
"IHOP","restaurant","","+1-718-316-6058","https://www.ihop.com/","","211-33 26th Avenue","Bayside"
"IHOP","restaurant","","+1 718-823-4467","https://restaurants.ihop.com/en-us/ny/bronx/breakfast-1001-white-plains-rd-3368","","1001 White Plains Road","Bronx"
"IHOP","restaurant","","+1 718-494-4467","https://restaurants.ihop.com/en-us/ny/staten-island/breakfast-935-richmond-ave-4691","","935 Richmond Avenue","Staten Island"
"IKYU","restaurant","","+1 212-500-8699","https://www.ikyuny.com/","","1718 2nd Avenue",""
"Ikyu Sushi","restaurant","","+1 212-899-3549","https://www.ikyuny.com/","","1475 1st Avenue",""
"Il Bastardo","nightclub","","+1 212-675-5980","https://www.ilbastardonyc.com","","544 West 27th Street",""
"Il Brigante","restaurant","","+1 212-285-0222","https://www.ilbrigantenyc.com/","","214 Front Street",""
"Il Buco Alimentari","restaurant","","+1-212-837-2622","https://ilbuco.com/pages/alimentari","","",""
"Il Corallo Trattoria","restaurant","","+1-212-941-7119","https://www.ilcorallotrattoria.com/","","176 Prince Street","New York"
"Il Corso","restaurant","","","https://www.ilcorsorestaurant.com/","","54 West 55th Street","New York"
"Il Gattopardo","restaurant","","+1-212-246-0412","https://ilgattopardonyc.com/","","15 West 54th Street",""
"Il Leone","restaurant","","","https://illeone.me/","https://www.instagram.com/illeonepeaks/","158 7th Avenue",""
"Il Mulino","restaurant","","+1-212-750-3270","https://www.imny.com/location/madison","ilmulinonyc","58 East 56th Street",""
"Il Mulino","restaurant","","+1-212-673-3783","https://www.ilmulino.com/downtown","","",""
"Il Postino","restaurant","","+1-212-688-0033","https://ilpostinonyc.com/","","133 East 61st Street",""
"Il Posto Accanto","restaurant","","+1-212-228-3562","https://ilpostoaccantonyc.com/","","190 East 2nd Street",""
"Il Punto Ristorante","restaurant","","+1 212 244 0088","http://ilpuntoristorante.com/","","",""
"Il Sogno","restaurant","","+1 718-356-7800","https://ilsognonyc.com/","","26 Jefferson Boulevard","Staten Island"
"Il Violino","restaurant","","","http://ilviolinony.com/","","180 Columbus Avenue","New York"
"Inaka Japanese Fusion","restaurant","","+1-718-836-0888","https://www.inaka83st.com","","",""
"Inday","restaurant","","+1-646-960-7533","https://indayallday.com/","","60 West 22nd Street","New York"
"INDAY","restaurant","","+1 917 521 5012","https://indaynyc.com/","","1133 Broadway","New York"
"Indi Thai","restaurant","","+1 646-858-0153","http://www.curryhousenyc.com","","123 Allen Street","New York"
"India House","restaurant","","+1-718-857-7011","http://indiahouserestaurantbk.com/","","586 Nostrand Avenue","Brooklyn"
"India Palace","restaurant","","+1 212-933-0705","https://indiapalacenyc.com","","401 East 62nd Street",""
"Indian Kitchen","restaurant","","+1-718-218-7600","https://www.orderindiankitchenny.com","","",""
"Indian Spice","restaurant","","+1-718-768-7777","https://indianspicenewyork.site/","","351 7th Avenue","Brooklyn"
"Indian Table","restaurant","","+1-347-689-3882","https://indiantableny.com","","",""
"Indika House","restaurant","","+1-718-484-3600","https://indikahouse.dine.online/","","943 Broadway",""
"Indo Pak Halal","restaurant","","+1 212-987-8150","https://www.indopakhalalnyc.com","","2173 2nd Avenue",""
"Indochine","restaurant","","+12125055111","https://www.indochinenyc.com/","","",""
"Inkaico","restaurant","","+1-718-576-3985","https://www.inkaicobrooklyn.com","","",""
"International Wings Factory","restaurant","","+1 212-348-2627","https://internationalwingsfactory.com","https://www.instagram.com/internationalwingsfactory","1762 1st Avenue",""
"Iona Bar","bar","","+1-718-384-5008","https://www.ionabrooklyn.com/","","180 Grand Street",""
"Ipoh Kitchen Asian Cuisine","restaurant","","+1-718-256-0023","https://www.ipohkitchennyc.com","","",""
"Ippudo","restaurant","","+1-212-388-0088","https://ippudony.com","","65 4th Avenue","New York"
"Ippudo V","restaurant","","","https://www.ippudous.com/ippudov-db","","",""
"Island","restaurant","","+1 212-996-1200","https://www.islandny.com","","1305 Madison Avenue",""
"Island Express","restaurant","","+1-718-469-9049","https://islandexpressgrill.com/","","998 Flatbush Avenue","Brooklyn"
"Island Shack","restaurant","","+1-347-987-4832","https://islandshackcaribbean.com","","87 South Elliott Place",""
"Isle of Capri","restaurant","","+1 212-758-1902","https://www.isleofcapriny.com","isleofcaprinyc","1028 3rd Avenue",""
"Isohama","restaurant","","+1 212-828-0099","https://www.isohama.com/","","1666 3rd Avenue",""
"Istanbul Bay","restaurant","","","https://istanbulbay.com/","","8605 Bay Parkway","Brooklyn"
"Istanbul Bay","restaurant","","+1-929-292-2353","https://istanbulbay.com","","8002 5th Avenue",""
"Istanbul Clinton Hill","restaurant","","+1-347-725-3132","https://www.istanbulclintonhill.com","","852 Fulton Street",""
"Istanbul Kebab House","restaurant","","+1-212-582-8282","https://www.istanbulkebabny.com/","","712 9th Ave",""
"Itaewon Pocha","restaurant","","+1 212-967-2228","http://www.itaewongastropub.com","","28 West 32nd Street",""
"Ital Kitchen","restaurant","","","https://www.italkitchenbk.com/","","1032 Union Street",""
"Ittadi Garden & Grill","restaurant","","+1 718-429-5555","https://ittadigardengrill.shop","","73-07 37th Road","Jackson Heights"
"Itzel's Taqueria Deli","restaurant","","+1-718-417-1015","http://orderitzelstaqueriadeli.com/","","191 Wilson Avenue",""
"IV Purpose","bar","","","https://ivpurposebk.com","","",""
"Ivan Ramen","restaurant","","+1-646-678-3859","https://www.ivanramen.com/location/clinton-st/","","25 Clinton Street","New York"
"Ix","restaurant","","+1-347-533-6920","https://ix-restaurant.com","","43 Lincoln Road",""
"Ixta","restaurant","","+1-917-732-4982","https://ixtanyc.com","","299 Bowery",""
"Izakaya Fuku","restaurant","","+1-718-255-1120","https://www.fukunyc.com/","","71-28 Roosevelt Avenue","Jackson Heights"
"Izakaya Juraku","restaurant","","+1-212-477-0100","https://www.izakayajuraku.com","","121 Ludlow Street","New York"
"Izakaya Juraku","pub","","+1-212-477-0100","https://www.izakayajuraku.com/","","",""
"Izakaya NoMad","restaurant","","+1 212-213-6258","https://www.izakayanomad.com/","","13 West 26th Street","New York"
"Izakaya Sushi & Loung","restaurant","","+1-718-683-9991","https://izakayasushilounge.com","","",""
"Izumi","restaurant","","","http://www.izumisushiny.com/","","139 West 28th Street","New York"
"J and B Restaurant","restaurant","","+1 718-876-5700","https://jbpizza.com/","","2220 Forest Avenue","Staten Island"
"J-Spec","restaurant","","+1-212-287-0107","https://www.jspec-ny.com","","239 East 5th Street",""
"J. Bespoke","bar","","+1-212-213-2931","https://www.jbespoke.com","","121 East 27th Street",""
"J.G. Melon","pub","","+1 212-744-0585","https://jgmelon-nyc.com","","1291 3rd Avenue",""
"J.J. Garden","restaurant","","+1 718-898-6686","https://jjchangarden.m988.com/","","75-21 31st Avenue",""
"J's On The Bay","restaurant","","+1 718-720-0922","https://www.jsonthebaysiny.com/","","1189 Bay Street","Staten Island"
"Jac Mao Chinese Cuisine","restaurant","","+1 718-979-6100","http://www.jacmao.com/","","1771 Hylan Boulevard","Staten Island"
"Jac's On Bond","bar","","+1-646-370-1446","https://www.jacsonbond.com/","","26 Bond Street","New York"
"Jack Jones","restaurant","","","https://www.jackjonesbar.com/","","38-01 Ditmars Boulevard",""
"Jack's Wife Freda","restaurant","","","https://jackswifefreda.com/","","",""
"Jack’s Wife Freda","restaurant","","+1-212-510-8550","https://jackswifefreda.com","","226 Lafayette Street","New York"
"Jackson Hole","restaurant","","+1-212-679-3264","https://jacksonholeburgers.com/35th/","","",""
"Jacky Kung Fu","restaurant","","+1-718-265-4488","https://www.jackykungfuchinese.com","","1950A Bath Avenue",""
"Jacob's Pickles","restaurant","","+1-646-566-6630","https://www.jacobspickles.com/location/jacobs-pickles-upper-west-side/","","680 Columbus Avenue","New York"
"Jacques Brasserie","restaurant","","+1 212-327-2272","https://www.jacquesbrasserie.com","https://www.instagram.com/jacques_brasserie","206 East 85th Street",""
"Jade Island","restaurant","","+1 718-761-8080","https://www.jadeislandstaten.com/","","2845 Richmond Avenue","Staten Island"
"Jadis","bar","","","https://jadisnyc.com/home","","42 Rivington Street","New York"
"Jaew Thai Cuisine","restaurant","","+1-347-365-7702","https://jaewthai.com/","","416 Church Avenue","Brooklyn"
"Jajaja Plantas Mexicanas","restaurant","","+1 646 883-5453","https://jajajamexicana.com","","162 East Broadway","New York"
"Jake's Dilemma","bar","","+1-212-580-0556","http://jakesdilemma.eatdrinkandbemerry.com","","430 Amsterdam Avenue","New York"
"Jake's Saloon","pub","","","www.jakessaloonnyc.com","","206 West 23rd Street","New York"
"Jalopy Tavern","pub","","","https://jalopytavern.biz/","","",""
"Jalsa","restaurant","","+1-718-552-2534","https://www.jalsanyc.com/","","786 Coney Island Avenue","Brooklyn"
"Jane","restaurant","","+1-212-254-7000","https://janerestaurant.com/","","100 West Houston Street","New York"
"Java Rijsttafel","restaurant","","+1-718-832-4583","https://javaindonesianbk.com","","455 7th Avenue",""
"Javitri","restaurant","","+1-212-206-7575","https://www.javitrinyc.com/","","132 East 61st Street","New York"
"JaydSiri Thai Bistro","restaurant","","+15166963654","https://www.jaydsirithaibistro.com/","","23 South Middle Neck Road","Great Neck"
"Jaz","restaurant","","","https://jazindiancuisine.com/","","",""
"Jazba","restaurant","","+1-646-861-3343","https://www.jazbanyc.com","","207 2nd Avenue",""
"JD's Tavern","restaurant","","+1 718-356-5511","https://jdstavern.net/","https://www.instagram.com/jdstavernsi/","3932 Amboy Road","Staten Island"
"Jean-Georges","restaurant","","+1 212-299-3900","http://www.jean-georgesrestaurant.com/","","1 Central Park West","New York"
"Jeffrey's Grocery","restaurant","","+1-646-398-7630","https://www.jeffreysgrocery.com/","","172 Waverly Place","New York"
"Jentana's","restaurant","","+1-718-871-4050","https://www.jentanaspizza.com/","","Fort Hamilton Parkway",""
"Jeremy's Ale House","bar","","+12129643537","https://www.jeremysalehouse.com/","","",""
"Jet's Pizza","restaurant","","+1-332-209-5387","https://www.jetspizza.com","","120 9th Avenue",""
"Jet's Pizza","restaurant","","+1-646-861-1605","https://www.jetspizza.com/stores/new-york/new-york/728-amsterdam-ave/","","728 Amsterdam Avenue","New York"
"Jet's Pizza","restaurant","","+1-347-295-2856","https://jetspizza.com/stores/new-york/brooklyn/305-flatbush-ave/","","305 Flatbush Avenue","Brooklyn"
"Ji Bei Chuan","restaurant","","+1-917-675-6754","https://www.jibeichuanchinatown.com/","","",""
"Jiang Nan","restaurant","","+1-212-775-8998","https://www.jiangnanny.com/","","103 Bowery",""
"Jiang's Kitchen","restaurant","","+1-646-398-7722","https://www.jiangskitchenny.com","","",""
"Jiku","restaurant","","+1-718-975-2259","https://jikuwicked.com","","",""
"Jim's China King","restaurant","","+1-718-418-1288","http://www.jimschinaking.com/","","563 Seneca Avenue",""
"Jimmy's Corner","pub","","","https://nymag.com/listings/bar/jimmys_corner/","","140 West 44th Street","New York"
"Jimmy's Diner","restaurant","","+1-718-218-7174","https://jimmysdinerbklyn.com","","",""
"Jimmy's Trattoria","restaurant","","+1-718-229-5319","https://jimmysbayside.com/","","45-73 Bell Boulevard","Bayside"
"Jin Ramen","restaurant","","+16465592862","https://125.jinramen.com/","","3183 Broadway",""
"Jin Ramen","restaurant","","+1-646-657-0755","https://uws.jinramen.com","","462 Amsterdam Avenue",""
"Jing Fong","restaurant","","+1-212-964-5256","https://jingfongny.com/","","202 Centre Street","New York"
"Jing Fong Restaurant","restaurant","","+1 646-678-5511","https://jingfongny.com","","380 Amsterdam Avenue","New York"
"Jintana Thai Farmhouse","restaurant","","+1-718-788-1922","https://www.jintanathaifarmhouse.com","","",""
"Jisu Vegetarian","restaurant","","+1-212-470-1064","https://www.jisuvegetarianny.com","","125 Canal Street",""
"Joanne Trattoria","restaurant","","+1-212-721-0068","https://joannenyc.com/","","70 West 68th Street",""
"Jody's Club Forest","restaurant","","+1 718-727-6338","https://www.jodysclubforest.com/","","372 Forest Avenue","Staten Island"
"Joe & Pat's","restaurant","","+1 212-677-4992","https://joeandpatsnyc.com","joeandpatsnyc","168 1st Avenue",""
"Joe & Sal's Pizza","restaurant","","+1-718-484-8732","https://www.joeandsalspizza.com","","842 Franklin Avenue","Brooklyn"
"Joe's Ginger","restaurant","","+1-212-285-0999","https://www.joesginger.com","","25 Pell Street","New York"
"Joe's Italian Restaurant","restaurant","","+1-718-497-1300","https://joesrestaurantny.com/","","6611 Forest Avenue","Ridgewood"
"Joe's Pizza","restaurant","","+1 212-366-1182","https://www.joespizzanyc.com/","","7 Carmine Street","New York"
"Joe's Place","restaurant","","","http://www.joesplacebronx.com/","","1841 Westchester Avenue",""
"Joe's Shanghai","restaurant","","+1-212-233-8888","https://www.joeshanghairestaurants.com","","46 Bowery",""
"Joe's Steam Rice Roll","restaurant","","+1-917-388-3781","https://orderjoesteamriceroll.com","","422 Amsterdam Avenue","New York"
"Joey Pepperoni’s Pizza","restaurant","","","https://signsfm.com","","381 Broadway","New York"
"John's Diner","restaurant","","+1-718-931-9402","https://johnsdinerbronx.com/","","1786 Westchester Avenue",""
"John's of 12th Street","restaurant","","+1-212-475-9531","https://www.johnsof12thstreet.com/","","302 East 12th Street",""
"John's Pizza","restaurant","","","https://www.johnspizzamenu.com/","","69 South Devoe Avenue","Yonkers"
"John's Pizzeria","restaurant","","","https://www.johnspizzerianyc.com/","","260 West 44th Street","New York"
"Johnny's Classic Quizine","restaurant","","+1 718-868-3268","https://www.johnnysclassicquizine.com/","","713 Beach 20th Street","Far Rockaway"
"Johnny's Pizzeria","restaurant","","+1-914-668-1957","https://johnnys1942.com","","30 West Lincoln Avenue","Mount Vernon"
"Johny's Luncheonette","restaurant","","+1 212-243-6230","https://johnysluncheonette.com/","","124 West 25th Street",""
"JoJo","restaurant","","+1 212-223-5656","https://www.jojorestaurantnyc.com","","160 East 64th Street",""
"Joloff","restaurant","","+1-718-230-0523","https://www.joloffjoloff.com","","1168 Bedford Avenue",""
"Jones Wood Foundry","pub","","+1 212-249-2700","https://www.joneswoodfoundry.com/","joneswoodfoundry","401 East 76th Street",""
"Joong Koog Jip","restaurant","","+17183580468","http://joongkoogjipflushing.com/","","149-08 41st Avenue","Queens"
"Jora","restaurant","","+1-718-392-2033","https://www.jorany.com/","","47-46 11th Street",""
"Joseph's Ristorante","restaurant","","+1-212-747-1300","https://www.josephsnyc.com","","3 Hanover Square",""
"Joy Kitchen","restaurant","","+1-718-965-2874","https://www.joykitchenny.com/","","497 7th Avenue",""
"Joya","restaurant","","+1-718-222-3484","https://www.joyabrooklyn.com","","",""
"Joyce Public House","pub","","+1-212-760-0072","https://www.thejoycepublichouse.com/","","315 West 39th Street","New York"
"Joyce's Tavern","pub","","+1 718-948-0220","https://www.joycestavern.com/","","3823 Richmond Avenue","Staten Island"
"Joyface","nightclub","","","https://www.joyface.nyc","","104 Avenue C",""
"jPAN Sushi","restaurant","","+1-718-788-2880","https://www.jpansushibrooklyn.com","","",""
"JR Sushi 2","restaurant","","+1-212-233-8338","http://jrsushi.com/","","86A West Broadway",""
"Jua","restaurant","","","https://www.juanyc.com/","","33 East 22nd Street","New York"
"Jucy Lucy","restaurant","","+1 347-763-2602","https://jucylucygreenpoint.com/","","138 Nassau Avenue",""
"Jue Lan","restaurant","","","https://www.juelanclub.com/","","47 West 20th Street",""
"Juke Bar","bar","","","https://jukebarnyc.com/","","196 2nd Avenue",""
"Julia's Beer and Wine","restaurant","","+1-917-909-1314","https://juliasbeerandwine.com/","","818 Woodward Avenue","Ridgewood"
"Julie's Pizzeria","restaurant","","+1-347-916-1959","https://juliespizzerianyc.com","","675 Onderdonk Avenue",""
"Julius","bar","","","https://www.timeout.com/newyork/bars/julius","","159 West 10th Street",""
"Jumbos Pizza Coffee Shop","restaurant","","","https://jumbospizzany.com/","","",""
"Jumieka Grand","restaurant","","+1-646-922-7830","https://jumiekagrand.com","","346 Lexington Avenue",""
"June","restaurant","","+1-917-909-0434","https://www.junebk.com","","",""
"Jungle Bird","bar","","","https://junglebirdnyc.com/","","174 8th Avenue","New York"
"Junior's","restaurant","","+1 212-302-2000","https://www.juniorscheesecake.com/blog/restaurants/times-square/","","1515 Broadway",""
"Juniper Bar","pub","","+1-212-967-2511","https://juniperbarnyc.com/","","237 West 35th Street",""
"Junko Sushi","restaurant","","+1-718-777-1588","junkosushi.com","","33-02 33rd Street","Astoria"
"Junoon","restaurant","","+1-212-490-2100","http://newyork.junoonrestaurants.com/","","27 West 24th Street","New York"
"Juquila","restaurant","","+1-718-458-0104","https://www.juquilamexicancuisine.com/","","",""
"Just BeClaws","restaurant","","+1-201-459-9100","justbeclaws.com","","280 1st Street","Jersey City"
"Just Pho You","restaurant","","+1-646-822-5178","https://justphoyounyc.com","","2656 Broadway","New York"
"Justino's Pizzeria","restaurant","","+1 718-668-2020","https://justinosny.com/","","89 Guyon Avenue","Staten Island"
"K Pot","restaurant","","+1-929-397-0031","https://thekpot.com/location/albeesquare/","","430 Albee Square",""
"K Sushi & Bar","restaurant","","+1-212-933-0638","https://www.ksushiandbar.com","","",""
"K-bap","restaurant","","","https://www.kbapnyc.com","","62 West 56th Street","New York"
"Kabab King","restaurant","","+1 718-457-5857","https://kababking.com/","","73-01 37th Road","Jackson Heights"
"Kababish","restaurant","","+1 718-565-5131","https://www.kababish.com/","","70-64 Broadway","Jackson Heights"
"Kabawa","restaurant","","","https://www.momofuku.com/restaurants/kabawa","","8 Extra Place","New York"
"Kafana","restaurant","","","https://www.kafananyc.com/","","116 Avenue C",""
"Kaff Kafé","restaurant","","+1 718-436-0808","https://kaffkafe.com","","5320 16th Avenue",""
"Kaijitsu","restaurant","","+1-212-228-4873","https://kajitsunyc.com/","","125 East 39th Street",""
"Kailash Parbat","restaurant","","","http://www.kailashparbatny.com","","99 Lexington Avenue",""
"Kakes NYC","restaurant","","+1-870-525-3769","https://kakes.nyc","","10-43 44th Drive",""
"Kalamaki Gr","restaurant","","+1-718-939-1616","https://www.kalamakigr.com/","","29-06 172nd Street",""
"Kalina Bar & Grill","restaurant","","+1-718-919-1111","https://www.kalinabrooklyn.com/","","1476 Broadway",""
"Kame","restaurant","","","https://www.kamenyc.com/","","",""
"Kami","restaurant","","+1 718 398 3888","http://kamiasian.com","","385 Flatbush Avenue","Brooklyn"
"Kampos Taverna","restaurant","","+1-718-618-9268","https://kampostaverna.com","","",""
"Kaña Tapas Bar","restaurant","","+1 212 343 8180","http://kanatapasbar.com","","",""
"Kanan Indian Restaurant","restaurant","","+1-718-369-3777","http://kananindianrestaurant.com","","",""
"Kanoyama","restaurant","","+1-212-777-5266","https://kanoyama.com","","175 2nd Avenue",""
"Kantu","restaurant","","","https://kantunyc.com/","","105-07 Metropolitan Avenue",""
"Karahi Indian Cuisine","restaurant","","+1-212-459-1515","http://karahinyc.com","","803-B 9th Avenue",""
"Karazishi Botan","restaurant","","+1-347-763-1155","https://www.karazishibotan.com","","",""
"Karczma","restaurant","","+17183491744","https://karczmabrooklyn.com/","","",""
"Karvouna Mezze","restaurant","","+1-212-388-0052","https://www.karvounamezze.com","","241 Bowery","New York"
"Kashkar Cafe","restaurant","","+1 347-991-1111","https://www.kashkar-cafe.com/","","1141 Brighton Beach Avenue","Brooklyn"
"Katana Sushi","restaurant","","","https://www.nykatana.com/","","",""
"Kati","restaurant","","+1-212-533-2046","https://katithai.com/","","347 East 14th Street","New York"
"Katie O Soul","restaurant","","+1-516-669-9941","https://www.katieosoulfood.com","","452 East New York Avenue",""
"Katonah Pizza & Pasta","restaurant","","+1-718-994-8337","https://katonahpizza.net/","","4307 Katonah Avenue",""
"Katra Lounge","bar","","+1-212-620-3033","https://www.katranyc.com/","","217 Bowery",""
"Katsu Hama","restaurant","","+1-212-758-5909","https://katsu-hama.club/","","11 East 47th Street","New York"
"Katz's Delicatessen","restaurant","","+1-212-254-2246","https://www.katzsdelicatessen.com","https://www.instagram.com/katzsdeli/","205 East Houston Street","New York"
"Kavasutra Kava Bar","bar","","+1-646-649-4214","https://kavasutra.com/pages/kavasutra-new-york","","261 East 10th Street",""
"Kawa Sushi","restaurant","","+1-212-366-6888","https://www.kawasushiny.com/","","",""
"Kazza Wine Bar","restaurant","","+1-646-863-2447","http://www.kazzanyc.com/","","708 West 177th Street",""
"Ke Aloha Sushi & Poke Bowl","restaurant","","+1-212-371-0430","https://www.kealohasushipokebowl.com","","",""
"Keens Steakhouse","restaurant","","","https://www.keens.com/","","72 West 36th Street","New York"
"Keg & Lantern","pub","","+1-718-389-5050","https://www.kegandlanternbrooklyn.com/location/the-keg-and-lantern-greenpoint/","","97 Nassau Avenue",""
"Kelloggs Diner","restaurant","","","https://www.kelloggsdinernyc.com/","","518 Metropolitan Ave","Brooklyn"
"Kelly's","bar","","+1-212-388-1464","https://kellysnyc.com","","12 Avenue A",""
"Kelly's Sports Bar","bar","","+1-332-237-2800","https://www.kellysnyc.com","","1154 2nd Avenue",""
"Kent Ale House","pub","","+1-347-227-8624","https://www.kentalehouse.com","","",""
"Kevin's Pub","pub","","+1-212-764-7267","https://www.kevinspubnyc.com","","",""
"KGB Bar","bar","","+1 347-441-4481","https://kgbbar.com/","","85 East 4th Street","New York"
"Khalil Biryani House","restaurant","","+1-718-409-6840","https://khalilsfood.com/khalil-biryani-house-bronx/","","1457 Unionport Road","Bronx"
"Khalil Biryani House","restaurant","","+1-646-763-5073","https://khalilsfood.com/khalil-biryani-house-bronx/","","2062 McGraw Avenue","Bronx"
"Khao Kang","restaurant","","","https://www.khaokangnyc.com/","","76-20 Woodside Avenue",""
"Khaosan","restaurant","","+1-347-967-5296","https://www.thaifoodbrooklyn.com","","",""
"Ki Mi Ka","restaurant","","+1-212-256-9280","https://www.kimikanyc.com","","40 Kenmare Street",""
"Ki Sushi","restaurant","","+1-718-230-1381","http://kisushigroup.com","","282 Flatbush Avenue",""
"Ki Sushi","restaurant","","+1-718-935-0575","http://kisushigroup.com","","",""
"Kick Axe","bar","","+1-833-542-5293","https://www.kickaxe.com/brooklyn","","622 Degraw Street",""
"Kiki's","restaurant","","+1-646-882-7052","https://kikisnyc.com","","130 Division Street",""
"Kikoo","restaurant","","+1-212-533-3888","https://kikoosushi.com","","141 1st Avenue",""
"Kikoo Sushi","restaurant","","+1-212-533-2211","https://www.kikoowest.com","","998 Columbus Avenue","New York"
"Kiku","restaurant","","+1-718-638-3366","https://www.kikuasianbistro.com","","163 5th Avenue",""
"Kiku","restaurant","","+1-718-499-2288","http://brooklynkiku.com","","",""
"Killmeyer's Old Bavaria Inn","restaurant","","+1 718-984-1202","https://killmeyers.com/","","4254 Arthur Kill Road","Staten Island"
"Kimchi Guys","restaurant","","","https://bonchon.com","","",""
"Kin Ramen","restaurant","","+1 212-933-9292","https://kinramen.com/","https://www.instagram.com/kinramennyc/","129 West 56th Street","New York"
"Kin'd","restaurant","","+1-718-468-0888","https://www.kindthai.com/","","192-03 Union Turnpike","Fresh Meadows"
"King","restaurant","","+1-917-825-1618","https://kingrestaurant.nyc","","18 King Street",""
"King David Venue & Catering","restaurant","","+1 718-896-7686","https://www.kingdavidnyc.com/","","101-10 Queens Blvd","Forest Hills"
"King Mother","bar","","+1-718-287-0241","https://www.kingmotherbk.com/","","1205 Cortelyou Road","Brooklyn"
"King of Falafel & Shawarma","restaurant","","+1 718 340 8068","http://www.kofnyc.com","","3015 Broadway","Astoria"
"King Souvlaki","restaurant","","+1-718-333-5016","https://kingsouvlakiny.com","","8402 3rd Avenue","Brooklyn"
"Kings Co Imperial LES","restaurant","","+1-212-475-0244","https://www.kingscoimperial.com/","kingscoimperial","168 1/2 Delancey Street","New York"
"Kingston Hall","bar","","","https://www.kingstonhall.com/","","149 2nd Avenue","New York"
"Kiosko 787","restaurant","","+1-347-599-2122","https://www.kiosko787ny.com","","",""
"Kisa","restaurant","","+1 646-866-8622","https://kisaus.com","kisarestaurant","205 Allen Street","New York"
"Kismat Indian Restaurant","restaurant","","+1-212-795-8633","https://kismatny.com/","","603 Fort Washington Avenue","New York"
"Kissa Kissa","bar","","+1-347-507-9090","https://kissakissa.us/","","",""
"Kissaki Sushi","restaurant","","+1-917-905-8363","https://explorekissaki.com/","","286 Columbus Avenue","New York"
"Kitaro Sushi","restaurant","","+1 212-787-9008","https://www.kitarosushiny.com","","510 Amsterdam Avenue","New York"
"Kitchen at Cobble Hill","restaurant","","+1-347-689-4279","https://www.kitchenatcobblehill.com","","254 Court Street",""
"Kitchen Cô Út","restaurant","","+16466783188","https://kitchen-co-ut.business.site/","","85 Chrystie Street","New York"
"Kitchen Grill","restaurant","","+1-718-789-7800","https://kitchengrillny.com","","914A Fulton Street",""
"Kitty Kiernan's","pub","","+1-718-921-0217","https://kittykiernans.com","","",""
"KJUN","restaurant","","+1-347-675-8026","https://www.kjun-nyc.com","","154 East 39th Street","New York"
"Klan Destino","restaurant","","+1-917-832-6050","https://www.klandestinony.com/","","",""
